adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0001076481-13-000016	1076481	SEQUENOM INC	3829	US		SAN DIEGO	92121	3595 JOHN HOPKINS COURT		8582029000	US		SAN DIEGO	92121	3595 JOHN HOPKINS COURT		US	DE	770365889			2-ACC	0	1231	10-Q	20130331	2013	Q1	20130509	2013-05-09 16:17:00.0	0	1	sqnm-20130331.xml	1	
0001554795-13-000365	1079282	BIO-MATRIX SCIENTIFIC GROUP, INC.	7389	US	CA	SAN DIEGO	92121	8885 REHCO RD.		619-398-3517X301	US	CA	SAN DIEGO	92121	8885 REHCO RD.		US	DE	330824714	TASCO HOLDINGS INTERNATIONAL, INC.	20050906	5-SML	0	0930	10-Q/A	20121231	2012	Q1	20130621	2013-06-21 10:41:00.0	1	1	bmsn-20121231.xml	1	
0001554795-13-000227	1108046	ALUMIFUEL POWER CORP	2860	US	CO	CENTENNIAL	80111	7315 EAST PEAKVIEW AVENUE		303-796-8940	US	CO	CENTENNIAL	80111	7315 EAST PEAKVIEW AVENUE		US	NV	880448626	INHIBITON THERAPEUTICS, INC.	20050921	5-SML	0	1231	10-K	20121231	2012	FY	20130416	2013-04-16 16:25:00.0	0	1	afpw-20121231.xml	1	
0001193125-13-213816	1382230	ESSA BANCORP, INC.	6036	US	PA	STROUDSBURG	18360	200 PALMER STREET		(570) 421-0531	US	PA	STROUDSBURG	18360	200 PALMER STREET		US	PA	000000000			2-ACC	0	0930	10-Q	20130331	2013	Q2	20130510	2013-05-10 15:08:00.0	0	1	essa-20130331.xml	1	
0001193125-13-213415	1021270	FAMOUS DAVES OF AMERICA INC	5812	US	MN	MINNETONKA	55343	12701 WHITEWATER DRIVE	SUITE 200	952-294-1300	US	MN	MINNETONKA	55343	12701 WHITEWATER DRIVE	SUITE 200	US	MN	411782300			5-SML	0	1231	10-Q	20130331	2013	Q1	20130510	2013-05-10 13:43:00.0	0	1	fda-20130331.xml	1	
0001193125-13-188045	1540400	E2OPEN INC	7372	US	CA	FOSTER CITY	94404	4100 EAST THIRD AVENUE, SUITE 400		650-645-6500	US	CA	FOSTER CITY	94404	4100 EAST THIRD AVENUE, SUITE 400		US	DE	943366487			4-NON	0	0228	10-K	20130228	2012	FY	20130430	2013-04-30 17:31:00.0	0	1	eopn-20130228.xml	1	
0001193125-13-259612	1338065	DCP MIDSTREAM PARTNERS, LP	4922	US	CO	DENVER	80202	370 17TH STREET	SUITE 2500	303-633-2900	US	CO	DENVER	80202	370 17TH STREET	SUITE 2500	US	DE	030567133			1-LAF	0	1231	8-K	20121231			20130614	2013-06-14 16:07:00.0	0	1	dpm-20121231.xml	1	
0001193125-13-216653	866970	LIGHTING SCIENCE GROUP CORP	3640	US	FL	SATELLITE BEACH	32937	1227 SOUTH PATRICK DRIVE	BUILDING 2A	321-779-5520	US	FL	SATELLITE BEACH	32937	1227 SOUTH PATRICK DRIVE	BUILDING 2A	US	DE	232596710	PHOENIX GROUP CORP	20001130	5-SML	0	1231	10-Q	20130331	2013	Q1	20130513	2013-05-13 16:04:00.0	0	1	lscg-20130331.xml	1	
0001393905-13-000157	1388295	WEBSAFETY, INC.	7990	US	CA	NEWPORT BEACH,	92660	1 HAMPSHIRE COURT		949-642-7816	US	CA	NEWPORT BEACH,	92660	1 HAMPSHIRE COURT		US	NV	205150818	BLINDSPOT ALERT, INC.	20090326	5-SML	0	1231	10-K	20121231	2012	FY	20130412	2013-04-12 13:38:00.0	0	1	wbsi-20121231.xml	1	
0001193125-13-210578	1085621	ICG GROUP, INC.	8742	US	PA	RADNOR	19087	555 E. LANCASTER AVENUE	SUITE 640	610-727-6900	US	PA	RADNOR	19087	555 E. LANCASTER AVENUE	SUITE 640	US	DE	232996071	INTERNET CAPITAL GROUP INC	19990430	2-ACC	0	1231	10-Q	20130331	2013	Q1	20130509	2013-05-09 14:18:00.0	0	1	icge-20130331.xml	1	
0001354488-13-003571	101538	UNITED STATES ANTIMONY CORP	3330	US	MT	THOMPSON FALLS	59873	P O BOX 643		4068273523	US	MT	THOMPSON FALLS	59873-0643	PO BOX 643		US	MT	810305822	AGAU MINES INC	19740728	5-SML	0	1231	10-Q/A	20120331	2012	Q1	20130621	2013-06-21 14:48:00.0	1	0	uamy-20120331.xml	1	
0000874016-13-000021	874016	JONES GROUP INC	2330	US	NY	NEW YORK	10018	1411 BROADWAY		2126423860	US	NY	NEW YORK	10018	1411 BROADWAY		US	PA	060935166	JONES APPAREL GROUP INC	19930328	1-LAF	0	1231	10-Q	20130331	2013	Q1	20130503	2013-05-03 09:46:00.0	0	1	jny-20130406.xml	1	
0001445305-13-001238	849146	LIFEVANTAGE CORP	2834	US	UT	SANDY	84070	9815 S. MONROE STREET	SUITE 100	801-432-9000	US	UT	SANDY	84070	9815 S. MONROE STREET	SUITE 100	US	CO	841097796	LIFELINE THERAPEUTICS, INC.	20041019	2-ACC	0	0630	10-Q	20130331	2013	Q3	20130509	2013-05-09 16:03:00.0	0	1	lfvn-20130331.xml	1	
0001213900-13-003178	1546392	MEDIA MECHANICS, INC.	7370	CA	ON	TORONTO	M6K3S2	100 WESTERN BATTERY ROAD	SUITE 160	732-509-1212	CA	ON	TORONTO	M6K3S2	100 WESTERN BATTERY ROAD	SUITE 160	US	NV	331220317			5-SML	0	0131	10-Q	20130430	2014	Q1	20130618	2013-06-17 18:14:00.0	0	1	mmech-20130430.xml	1	
0000909012-13-000226	1061288	AUSTRALIAN CANADIAN OIL ROYALTIES LTD	6792	US	TX	CISCO	76437	1301 AVENUE M		254-442-2638							CA	BC	752712845			5-SML	0	1231	20-F/A	20121231	2012	FY	20130522	2013-05-22 16:03:00.0	0	1	aucaf-20121231.xml	1	
0001096906-13-000580	802257	TRUNITY HOLDINGS, INC.	3669	US	MA	NEWBURYPORT	01950	15 GREEN STREET		978.255.1988	US	MA	NEWBURYPORT	01950	15 GREEN STREET		US	DE	000000000	BRAIN TREE INTERNATIONAL INC	19860922	5-SML	1	1231	10-K	20121231	2012	FY	20130416	2013-04-16 17:13:00.0	0	1	tntyob-20121231.xml	1	
0001213900-13-002149	846377	SOURCE FINANCIAL, INC.	6153	US	CA	LOS ANGELES	90024	1093 BROXTON AVENUE	SUITE 210	310-443-9246	US	CA	LOS ANGELES	90024	1093 BROXTON AVENUE	SUITE 210			800142655	WIKI GROUP, INC.	20120316	5-SML	0	0131	10-K	20130131	2012	FY	20130501	2013-05-01 17:30:00.0	0	1	wkli-20130131.xml	1	
0001111335-13-000007	1111335	VISTEON CORP	3714	US	MI	VAN BUREN TOWNSHIP	48111	ONE VILLAGE CENTER DRIVE		800-847-8366	US	MI	VAN BUREN TOWNSHIP	48111	ONE VILLAGE CENTER DRIVE		US	DE	383519512			1-LAF	0	1231	10-Q	20130331	2013	Q1	20130509	2013-05-09 07:15:00.0	0	1	vc-20130331.xml	1	
0001019687-13-002031	1521476	SCRIPSAMERICA, INC.	5122	US	DE	NEW CASTLD	19720	77 MCCULLOUGH DR.		800-957-7622	US	DE	NEW CASTLD	19720	77 MCCULLOUGH DR.		US	DE	262598594			5-SML	0	1231	10-Q/A	20130331	2013	Q1	20130521	2013-05-21 10:17:00.0	0	1	scrc-20130331.xml	1	
0001437749-13-005463	1386765	SAGA ENERGY, INC.	1389	US	CA	ORANGE	92866	1509 EAST CHAPMAN AVE.		714-532-1500	US	CA	ORANGE	92866	1509 EAST CHAPMAN AVE.		US	FL	650921319	DON MARCOS TRADING CO	20070117	5-SML	0	1231	10-Q	20130331	2013	Q1	20130508	2013-05-08 10:02:00.0	0	1	saga-20130331.xml	1	
0001104659-13-033420	1028734	COBIZ FINANCIAL INC	6021	US	CO	DENVER	80202	821 - 17TH STREET	SUITE 900	3032932265	US	CO	DENVER	80202	821 - 17TH STREET	SUITE 900	US	CO	840826324	COBIZ INC	20010322	2-ACC	0	1231	10-Q	20130331	2013	Q1	20130426	2013-04-26 12:48:00.0	0	1	cobz-20130331.xml	1	
0001104659-13-041910	357173	OLD SECOND BANCORP INC	6022	US	IL	AURORA	60507	37 S RIVER ST		7088920202	US	IL	AURORA	60507	37 SOUTH RIVER STREET		US	DE	363143493			5-SML	0	1231	10-Q	20130331	2013	Q1	20130515	2013-05-15 14:32:00.0	0	1	osbc-20130331.xml	1	
0001477932-13-002416	1443863	FRESH START PRIVATE MANAGEMENT, INC.	8093	US	CA	SANTA ANA	92705	999 N. TUSTIN AVENUE	SUITE 16	(714) 541-6100	US	CA	SANTA ANA	92705	999 N. TUSTIN AVENUE	SUITE 16	US	NV	261972677	CETRONE ENERGY CO	20080826	5-SML	0	1231	10-Q	20130331	2013	Q1	20130515	2013-05-15 09:46:00.0	0	1	ceyy-20130331.xml	1	
0001104659-13-041727	1471270	ML BLUETREND FUTURESACCESS LLC	6221	US	NY	NEW YORK	10080	C/O MLAI, FOUR WORLD FINANCIAL CENTER	250 VESEY STREET	212-449-3517	US	NY	NEW YORK	10080	C/O MLAI, FOUR WORLD FINANCIAL CENTER	250 VESEY STREET	US	DE	000000000			4-NON	0	1231	10-Q	20130331	2013	Q1	20130515	2013-05-15 09:48:00.0	0	1	mlbf-20130331.xml	1	
0001104659-13-040865	1196501	HMS HOLDINGS CORP	7389	US	TX	IRVING	75038	5615 HIGH POINT DRIVE		214-453-3000	US	TX	IRVING	75038	5615 HIGH POINT DRIVE				113656261			1-LAF	0	1231	10-Q	20130331	2013	Q1	20130513	2013-05-13 17:25:00.0	0	1	hmsy-20130331.xml	1	
0001144204-13-028635	1145765	GLOBAL MACRO TRUST	6221	US	CT	GREENWICH	06830	C/O MILLBURN CORP	411 WEST PUTNAM AVENUE	2036257554	US	CT	GREENWICH	06830	C/O MILLBURN CORP	411 WEST PUTNAM AVENUE	US	DE	000000000			4-NON	0	1231	10-Q	20130331	2013	Q1	20130514	2013-05-14 15:08:00.0	0	1	millgmt-20130331.xml	1	
0001144204-13-029322	944739	TRANSWITCH CORP /DE	3674	US	CT	SHELTON	06484	THREE ENTERPRISE DRIVE		2039298810	US	CT	SHELTON	06484	THREE ENTERPRISE DRIVE		US	DE	061236189			5-SML	0	1231	10-Q	20130331	2013	Q1	20130515	2013-05-15 14:36:00.0	0	1	txcc-20130331.xml	1	
0001144204-13-029099	1295079	SHENGTAI PHARMACEUTICAL, INC.	2834	CN		SHANDONG,	262400	CHANGDA ROAD EAST,	DEVELOPMENT DISTRICT, CHANGLE COUNTY,	011-86-536-2182777	CN		SHANDONG,	262400	CHANGDA ROAD EAST,	DEVELOPMENT DISTRICT, CHANGLE COUNTY,			000000000	WEST COAST CAR CO	20040623	5-SML	0	0630	10-Q	20130331	2013	Q3	20130515	2013-05-15 10:51:00.0	0	1	sgti-20130331.xml	1	
0001193125-13-209981	714310	VALLEY NATIONAL BANCORP	6021	US	NJ	WAYNE	07470	1455 VALLEY RD		9733053380	US	NJ	WAYNE	07470	1455 VALLEY RD		US	NJ	222477875			1-LAF	0	1231	10-Q	20130331	2013	Q1	20130509	2013-05-09 12:21:00.0	0	1	vly-20130331.xml	1	
0001193125-13-214443	1397410	NIELSEN CO B.V.	7389	US	NY	NEW YORK	10003	770 BROADWAY		646-654-5000	US	NY	NEW YORK	10003	770 BROADWAY		NL		980366864			4-NON	0	1231	10-Q/A	20130331	2013	Q1	20130510	2013-05-10 16:54:00.0	0	1	ck0001397410-20130331.xml	1	
0000917520-13-000041	917520	INTEGRA LIFESCIENCES HOLDINGS CORP	3826	US	NJ	PLAINSBORO	08536	311 ENTERPRISE DRIVE		6092750500	US	NJ	PLAINSBORO	08536	311 ENTERPRISE DRIVE		US	DE	510317849	INTEGRA LIFESCIENCES CORP	19950614	1-LAF	0	1231	10-Q	20130331	2013	Q1	20130502	2013-05-02 17:20:00.0	0	1	iart-20130331.xml	1	
0000785161-13-000028	785161	HEALTHSOUTH CORP	8060	US	AL	BIRMINGHAM	35243	3660 GRANDVIEW PARKWAY	SUITE 200	205-967-7116	US	AL	BIRMINGHAM	35243	3660 GRANDVIEW PARKWAY	SUITE 200	US	DE	630860407	HEALTHSOUTH REHABILITATION CORP	19920703	1-LAF	1	1231	10-Q	20130331	2013	Q1	20130426	2013-04-26 14:29:00.0	0	1	hls-20130331.xml	1	
0001214659-13-002873	1145761	U.S. CHINA MINING GROUP, INC.	1220	US	FL	TAMPA	33647	15310 AMBERLY DRIVE, SUITE 250		813-514-2873	US	FL	TAMPA	33647	15310 AMBERLY DRIVE, SUITE 250		US	NV	431932733	SONGZAI INTERNATIONAL HOLDING GROUP INC	20031112	5-SML	0	1231	10-Q	20130331	2013	Q1	20130520	2013-05-20 14:06:00.0	0	1	sgzh-20130331.xml	1	
0001193125-13-187135	1410471	IPC THE HOSPITALIST COMPANY, INC.	8090	US	CA	NORTH HOLLYWOOD	91602	4605 LANKERSHIM BLVD., SUITE 617		818-766-3502	US	CA	NORTH HOLLYWOOD	91602	4605 LANKERSHIM BLVD., SUITE 617		US	DE	954562058			1-LAF	0	1231	10-Q	20130331	2013	Q1	20130430	2013-04-30 16:04:00.0	0	1	ipcm-20130331.xml	1	
0001193125-13-219785	1532961	NV5 HOLDINGS, INC.	7380	US	FL	HOLLYWOOD	33021	200 SOUTH PARK ROAD	SUITE 350	(954) 495-2112	US	FL	HOLLYWOOD	33021	200 SOUTH PARK ROAD	SUITE 350	US	DE	453458017			5-SML	0	1231	10-Q	20130331	2013	Q1	20130514	2013-05-14 17:01:00.0	0	1	nveeu-20130331.xml	1	
0001193125-13-142309	719955	WILLIAMS SONOMA INC	5700	US	CA	SAN FRANCISCO	94109	3250 VAN NESS AVENUE		415-421-7900	US	CA	SAN FRANCISCO	94109	3250 VAN NESS AVENUE		US	CA	942203880			1-LAF	1	0131	10-K	20130131	2012	FY	20130404	2013-04-04 17:03:00.0	0	1	wsm-20130203.xml	1	
0001193125-13-176600	356080	BELO CORP	4833	US	TX	DALLAS	75202	400 SOUTH RECORD STREET	16TH FLOOR	214-977-6600	US	TX	DALLAS	75202	400 SOUTH RECORD STREET	16TH FLOOR	US	DE	750135890	BELO A H CORP	19920703	2-ACC	0	1231	10-Q	20130331	2013	Q1	20130426	2013-04-26 12:16:00.0	0	1	blc-20130331.xml	1	
0001193125-13-213632	1163389	NEW PEOPLES BANKSHARES INC	6022	US	VA	HONAKER	24260	2 GENT DR		5407782294							US	VA	311804543			5-SML	0	1231	10-Q	20130331	2013	Q1	20130510	2013-05-10 14:38:00.0	0	1	nwpp-20130331.xml	1	
0001193125-13-138817	1546609	MVP REIT, INC.	6798	US	NV	LAS VEGAS	89148	8880 W. SUNSET, SUITE 220		(702)227-0965	US	NV	LAS VEGAS	89148	8880 W. SUNSET, SUITE 220		US	MD	454963335	MVP MONTHLY INCOME REALTY TRUST, INC.	20120405	4-NON	0	1231	POS EX	20121231	2012	FY	20130402	2013-04-02 17:20:00.0	0	1	mvpr-20121231.xml	1	
0001193125-13-211099	1084817	RESPONSYS INC	7372	US	CA	SAN BRUNO	94066	1100 GRUNDY LANE	3RD FLOOR	650-745-1700	US	CA	SAN BRUNO	94066	1100 GRUNDY LANE	3RD FLOOR	US	DE	000000000			2-ACC	0	1231	10-Q	20130331	2013	Q1	20130509	2013-05-09 16:24:00.0	0	1	mktg-20130331.xml	1	
0001096906-13-000817	1163966	GS ENVIROSERVICES, INC.	4953	US	CA	SAN DIEGO	92101	677 SEVENTH AVENUE, SUITE 410		760-390-8350	US	CA	SAN DIEGO	92101	677 SEVENTH AVENUE, SUITE 410		US	DE	208563731	TDS TELEMEDICINE INC	20030304	5-SML	0	1231	10-Q	20130331	2013	Q1	20130515	2013-05-15 17:09:00.0	0	1	gsen-20130331.xml	1	
0000106455-13-000028	106455	WESTMORELAND COAL CO	1221	US	CO	ENGLEWOOD	80112	9540 SOUTH MAROON CIRCLE	SUITE 200	303-922-6463	US	CO	ENGLEWOOD	80112	9540 SOUTH MAROON CIRCLE	SUITE 200	US	DE	231128670	WESTMORELAND COAL CO	19920703	2-ACC	0	1231	10-Q	20130331	2013	Q1	20130430	2013-04-30 16:30:00.0	0	1	wlb-20130331.xml	1	
0001188112-13-001502	1301787	BLUELINX HOLDINGS INC.	5031	US	GA	ATLANTA	30339	4300 WILDWOOD PARKWAY		770-953-7000	US	GA	ATLANTA	30339	4300 WILDWOOD PARKWAY		US	DE	000000000			4-NON	0	1231	10-Q	20130331	2013	Q1	20130513	2013-05-13 16:36:00.0	0	1	bxc-20130330.xml	1	
0001213900-13-002855	1443979	CHINA NETWORKS INTERNATIONAL HOLDINGS LTD	7310	US	NY	NEW YORK	10021	233 EAST 69TH STREET	#6J	646-290-6104	US	NY	NEW YORK	10021	233 EAST 69TH STREET	#6J	VG		000000000			4-NON	0	1231	20-F/A	20121231	2012	FY	20130523	2013-05-23 08:04:00.0	0	1	cnwhf-20121231.xml	1	
0001102624-13-000604	1261734	AEOLUS PHARMACEUTICALS, INC.	2834	US	CA	MISSION VIEJO	92691	26361 CROWN VALLEY PARKWAY, SUITE 150		9494819825	US	CA	MISSION VIEJO	92691	26361 CROWN VALLEY PARKWAY, SUITE 150		US	DE	561953785	INCARA PHARMACEUTICALS CORP	20031205	5-SML	0	0930	10-K/A	20120930	2012	FY	20130514	2013-05-14 16:12:00.0	0	1	aols-20120930.xml	1	
0001102624-13-000557	1271554	ENTREE GOLD INC	1040	CA	BC	VANCOUVER	V6E 3Z3	SUITE 1201	1166 ALBERNI STREET	604-687-4777	CA	BC	VANCOUVER	V6E 3Z3	SUITE 1201	1166 ALBERNI STREET	CA	BC	000000000			5-SML	0	1231	6-K	20130331	2013	Q1	20130510	2013-05-09 17:52:00.0	0	1	etg-20130331.xml	1	
0001410087-13-000013	1541119	SOUND FINANCIAL BANCORP, INC.	6035	US	WA	SEATTLE	98121	2005 FIFTH AVENUE	2ND FLOOR	206-448-0884	US	WA	SEATTLE	98121	2005 FIFTH AVENUE	2ND FLOOR	US	MD	000000000			5-SML	0	1231	10-Q	20130331	2013	Q1	20130515	2013-05-15 13:40:00.0	0	1	sfbc-20130331.xml	1	
0001144204-13-023143	1452176	SUREPURE, INC.	3559	US	NV	CARSON CITY	89703	112 NORTH CURRY STREET		877-685-1955	US	NV	CARSON CITY	89703	112 NORTH CURRY STREET		US	NV	263550286	SOEFL INC.	20081215	5-SML	0	1231	S-1/A	20121231			20130422	2013-04-22 16:09:00.0	0	1	surp-20121231.xml	1	
0001255294-13-000388	1412659	REGENICIN, INC.	3564	US	NJ	LITTLE FALLS	07424	10 HIGH COURT		646-403-3581	US	NJ	LITTLE FALLS	07424	10 HIGH COURT		US	NV	000000000	WINDSTAR INC.	20070918	5-SML	0	0930	10-Q	20130331	2013	Q2	20130520	2013-05-20 17:29:00.0	0	1	rgin-20130331.xml	1	
0000104207-13-000051	104207	WALGREEN CO	5912	US	IL	DEERFIELD	60015	108 WILMOT RD		8479402500	US	IL	DEERFIELD	60015	108 WILMOT RD		US	IL	361924025			1-LAF	1	0831	10-Q	20130531	2013	Q3	20130628	2013-06-27 17:41:00.0	0	1	wag-20130531.xml	1	
0001437749-13-005195	1280452	MONOLITHIC POWER SYSTEMS INC	3674	US	CA	SAN JOSE	95119	79 GREAT OAKS BLVD		(408) 826-0600	US	CA	SAN JOSE	95119	79 GREAT OAKS BLVD		US	CA	770466789			2-ACC	0	1231	10-Q	20130331	2013	Q1	20130502	2013-05-02 16:42:00.0	0	1	mpwr-20130331.xml	1	
0001019687-13-001539	1484055	HELPEO INC.	7389	US	TX	THE WOODLANDS	77380	2203 TIMBERLOCH PLACE		855-729-4576	US	TX	THE WOODLANDS	77380	2203 TIMBERLOCH PLACE		US	NV	271699365			5-SML	0	1231	10-K	20111231	2011	FY	20130430	2013-04-30 10:52:00.0	0	1	helpe-20111231.xml	1	
0001469299-13-000117	1499735	AMERICAN ENERGY DEVELOPMENT CORP.	1311	US	NY	NEW YORK	10020	1230 AVENUE OF THE AMERICAS	7TH FLOOR	(855) 645-2332	US	NY	NEW YORK	10020	1230 AVENUE OF THE AMERICAS	7TH FLOOR	US	NV	272304001	LJM ENERGY CORP.	20100823	5-SML	0	1231	10-Q	20130331	2013	Q3	20130528	2013-05-24 18:26:00.0	0	1	aedc-20130331.xml	1	
0001477932-13-001823	1076262	TERRALENE FUELS CORP	7990	US	NY	PATCHOGUE	11772	35 SOUTH OCEAN AVENUE		888-488-6882	US	NY	PATCHOGUE	11772	35 SOUTH OCEAN AVENUE		US	DE	522132622	TERRALENE FUELS CORP	20111227	5-SML	0	1231	10-K	20121231	2012	FY	20130415	2013-04-15 15:45:00.0	0	1	gldc-20121231.xml	1	
0001104659-13-033398	858470	CABOT OIL & GAS CORP	1311	US	TX	HOUSTON	77024	840 GESSNER ROAD, SUITE 1400		2815894600	US	TX	HOUSTON	77024	840 GESSNER ROAD, SUITE 1400		US	DE	043072771			1-LAF	0	1231	10-Q	20130331	2013	Q1	20130426	2013-04-26 11:49:00.0	0	1	cog-20130331.xml	1	
0001477932-13-002245	1425627	TRANSBIOTEC, INC.	2721	US	CA	LONG BEACH	90803	194 MARINA DRIVE	SUITE 202	(562) 280-0483	US	CA	LONG BEACH	90803	194 MARINA DRIVE	SUITE 202	US	DE	260731818	IMAGINE MEDIA LTD	20080130	5-SML	0	1231	10-K	20121231	2012	FY	20130509	2013-05-09 06:04:00.0	0	1	imle-20121231.xml	1	
0001144204-13-027397	1065087	ALBANY MOLECULAR RESEARCH INC	8731	US	NY	ALBANY	12203-5154	21 CORPORATE CIRCLE	P O BOX 15098	5184640279	US	NY	ALBANY	12203-5154	21 CORPORATE CIRCLE	P O BOX 15098	US	DE	141742717			2-ACC	0	1231	10-Q	20130331	2013	Q1	20130509	2013-05-09 16:00:00.0	0	1	amri-20130331.xml	1	
0001193125-13-136654	38984	SIGNATURE GROUP HOLDINGS, INC.	5063	US	CA	SHERMAN OAKS	91403	15303 VENTURA BLVD.	SUITE 1600	(805) 409-4340	US	CA	SHERMAN OAKS	91403	15303 VENTURA BLVD.	SUITE 1600	US	NV	952815260	SIGNATURE GROUP HOLDINGS INC	20100615	5-SML	0	1231	10-K	20121231	2012	FY	20130401	2013-04-01 16:17:00.0	0	1	sggh-20121231.xml	1	
