adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0001230276-17-000039	1230276	PANDORA MEDIA, INC.	4832	US	CA	OAKLAND	94612	2101 WEBSTER STREET	SUITE 1650	(510) 451-4100	US	CA	OAKLAND	94612	2101 WEBSTER STREET	SUITE 1650	US	DE	943352630	PANDORA MEDIA INC	20051026	1-LAF	0	1231	10-Q	20170331	2017	Q1	20170509	2017-05-08 17:48:00.0	0	1	p-03312017x10q_htm.xml	1	
0001654954-17-005299	1062273	SPENDSMART NETWORKS, INC.	5990	US	CA	SAN LUIS OBISPO	93401	805 AEROVISTA PLACE	SUITE 205	8664976081	US	CA	SAN LUIS OBISPO	93401	805 AEROVISTA PLACE	SUITE 205	US	DE	330756798	SPENDSMART PAYMENTS CO	20130305	5-SML	0	1231	10-Q	20170331	2017	Q1	20170602	2017-06-02 10:49:00.0	0	1	sspc-20170331.xml	1	
0001604778-17-000031	1604778	QORVO, INC.	3674	US	NC	GREENSBORO	27409	7628 THORNDIKE ROAD		(336) 664-1233	US	NC	GREENSBORO	27409	7628 THORNDIKE ROAD		US	DE	465288992	ROCKY HOLDING, INC.	20140404	1-LAF	1	0331	10-K	20170331	2016	FY	20170523	2017-05-23 17:25:00.0	0	1	rfmd-20170401.xml	1	
0001654954-17-004516	718413	COMMUNITY BANCORP /VT	6021	US	VT	DERBY	05829	4811 US ROUTE 5		802-334-7915	US	VT	NEWPORT	05855	4811 US ROUTE 5		US	VT	030284070			5-SML	0	1231	10-Q	20170331	2017	Q1	20170512	2017-05-12 11:12:00.0	0	1	cmtv-20170331.xml	1	
0001437749-17-008912	1644482	NEW BANCORP, INC.	6035	US	MI	NEW BUFFALO	49117	45 NORTH WHITTAKER STREET		269-469-2222	US	MI	NEW BUFFALO	49117	45 NORTH WHITTAKER STREET		US	MD	000000000			5-SML	0	1231	10-Q	20170331	2017	Q1	20170512	2017-05-12 15:31:00.0	0	1	nwbb-20170331.xml	1	
0001213900-17-006106	1023994	SG BLOCKS, INC.	5030	US	NY	BROOKLYN	11201	195 MONTAGUE STREET, 14TH FLOOR		(646) 240-4235	US	NY	BROOKLYN	11201	195 MONTAGUE STREET, 14TH FLOOR		US	DE	954463937	CDSI HOLDINGS INC	19990114	5-SML	0	1231	S-1/A	20170331			20170602	2017-06-02 16:52:00.0	1	1	sgbxq-20170331.xml	1	
0001213900-17-006008	949721	MERIDIAN WASTE SOLUTIONS, INC.	4950	US	GA	ATLANTA	30328	ONE GLENLAKE PARKWAY NE	SUITE 900	(678) 871-7457	US	GA	ATLANTA	30328	ONE GLENLAKE PARKWAY NE	SUITE 900	US	NY	133832215	BROOKLYN CHEESECAKE & DESERT COM	20050222	5-SML	0	1231	10-K/A	20161231	2016	FY	20170531	2017-05-31 13:34:00.0	0	1	mrdn-20161231.xml	1	
0001124610-17-000022	1124610	VMWARE, INC.	7372	US	CA	PALO ALTO	94304	3401 HILLVIEW AVENUE		(650) 427-5000	US	CA	PALO ALTO	94304	3401 HILLVIEW AVENUE		US	DE	943292913	VMWARE INC	20000923	1-LAF	0	1231	10-Q	20170430	2017	Q2	20170609	2017-06-09 16:25:00.0	0	1	vmw-20170505.xml	1	
0000939930-17-000036	939930	ALLIANCE ONE INTERNATIONAL, INC.	5150	US	NC	MORRISVILLE	27560-8413	8001 AERIAL CENTER PARKWAY		9193794300	US	NC	MORRISVILLE	27560-8413	8001 AERIAL CENTER PARKWAY		US	VA	541746567	DIMON INC	19950301	2-ACC	0	0331	10-K	20170331	2016	FY	20170614	2017-06-14 16:07:00.0	0	1	aoi-20170331.xml	1	
0001548123-17-000119	1310630	TRAFALGAR RESOURCES, INC.	6770	US	UT	SANDY	84091-2017	P. O. BOX 2017		801-307-9606	US	UT	SANDY	84091-2017	P. O. BOX 2017		US	UT	910974149			5-SML	0	0930	10-Q	20170331	2017	Q2	20170512	2017-05-12 11:21:00.0	0	1	tflg-20170331.xml	1	
0001214659-17-003287	1468780	POWIN ENERGY CORP	3990	US	OR	TUALATIN	97062	20550 SW 115TH AVE		503-598-6659	US	OR	TUALATIN	97062	20550 SW 115TH AVE				870455378	POWIN CORP	20090721	5-SML	0	1231	10-Q	20170331	2017	Q1	20170512	2017-05-12 17:17:00.0	0	1	pwon-20170331.xml	1	
0001657853-17-000013	1657853	HERTZ GLOBAL HOLDINGS, INC	7510	US	FL	ESTERO	33928	8501 WILLIAMS ROAD	3RD FLOOR	(239) 301-7000	US	FL	ESTERO	33928	8501 WILLIAMS ROAD	3RD FLOOR	US	DE	611770902	HERTZ RENTAL CAR HOLDING COMPANY, INC.	20151109	4-NON	0	1231	10-Q	20170331	2017	Q1	20170508	2017-05-08 16:11:00.0	0	1	htz-20170331.xml	2	47129
0000021076-17-000005	21076	CLOROX CO /DE/	2842	US	CA	OAKLAND	94612-1888	THE CLOROX COMPANY	1221 BROADWAY	5102717000	US	CA	OAKLAND	94612-1305	P.O. BOX 24305		US	DE	310595760			1-LAF	0	0630	10-Q	20170331	2017	Q3	20170503	2017-05-03 16:16:00.0	0	1	clx-20170331.xml	1	
0001683168-17-001567	1462047	PRIME GLOBAL CAPITAL GROUP INC	7370	MY		KUALA LUMPUR	50400	E-5-2, MEGAN AVENUE 1, BLOCK E	JALAN TUN RAZAK	323 683 3001	MY		KUALA LUMPUR	50400	E-5-2, MEGAN AVENUE 1, BLOCK E	JALAN TUN RAZAK	US	NV	264309660	HOME TOUCH HOLDING CO	20090415	5-SML	0	0331	10-Q	20170430	2017	Q1	20170613	2017-06-13 12:58:00.0	0	1	pgcg-20170430.xml	1	
0000892626-17-000079	747159	JMB 245 PARK AVENUE ASSOCIATES LTD	6552	US	IL	CHICAGO	60611	C/O JMB REALTY CORPORATION	900 N MICHIGAN AVE	312 915 1960	US	IL	CHICAGO	60611	C/O JMB REALTY CORPORATION	900 N MICHIGAN AVE	US	IL	363265541			5-SML	0	1231	10-Q	20170331	2017	Q1	20170510	2017-05-10 16:37:00.0	0	1	jmb245-20170331.xml	1	
0001564590-17-010292	1082506	GREAT ELM CAPITAL GROUP, INC.	7372	US	MA	BOSTON	02116	200 CLARENDON STREET	51ST FLOOR	(617) 375-3006	US	MA	BOSTON	02116	200 CLARENDON STREET	51ST FLOOR	US	DE	943219054	UNWIRED PLANET, INC.	20120504	2-ACC	0	0630	10-Q	20170331	2017	Q3	20170510	2017-05-10 16:43:00.0	0	1	gec-20170331.xml	1	
0001039684-17-000045	1039684	ONEOK INC /NEW/	4923	US	OK	TULSA	74103	100 WEST 5TH ST		9185887000	US	OK	TULSA	74103	100 WEST 5TH ST		US	OK	731520922	WAI INC	19970519	1-LAF	1	1231	10-Q	20170331	2017	Q1	20170503	2017-05-03 16:20:00.0	0	1	oke-20170331.xml	1	
0001104659-17-024701	86312	TRAVELERS COMPANIES, INC.	6331	US	MN	SAINT PAUL	55102	385 WASHINGTON ST		6513107911	US	NY	NEW YORK	10017-2630	485 LEXINGTON AVENUE		US	MN	410518860	ST PAUL TRAVELERS COMPANIES INC	20040401	1-LAF	1	1231	10-Q	20170331	2017	Q1	20170420	2017-04-20 07:08:00.0	0	1	trv-20170331.xml	1	
0001558370-17-003130	1001082	DISH NETWORK CORP	4841	US	CO	ENGLEWOOD	80112	9601 S. MERIDIAN BLVD.		3037231000	US	CO	ENGLEWOOD	80112	9601 S. MERIDIAN BLVD.		US	NV	880336997	ECHOSTAR COMMUNICATIONS CORP	19950919	1-LAF	0	1231	10-Q	20170331	2017	Q1	20170501	2017-05-01 06:44:00.0	0	1	dish-20170331.xml	1	
0000899715-17-000103	899715	TANGER FACTORY OUTLET CENTERS INC	6798	US	NC	GREENSBORO	27408	3200 NORTHLINE AVENUE SUITE 360		3362923010	US	NC	GREENSBORO	27408	3200 NORTHLINE AVENUE SUITE 360		US	NC	561815473			1-LAF	1	1231	10-Q	20170331	2017	Q1	20170502	2017-05-02 16:31:00.0	0	1	skt-20170331.xml	2	1004036
0000310568-17-000068	310568	MICROSEMI CORP	3674	US	CA	ALISO VIEJO	92656	ONE ENTERPRISE		949-380-6100	US	CA	ALISO VIEJO	92656	ONE ENTERPRISE		US	DE	952110371	MICROSEMICONDUCTOR CORP	19830323	1-LAF	0	0930	10-Q	20170331	2017	Q2	20170428	2017-04-28 17:15:00.0	0	1	mscc-20170402.xml	1	
0000890319-17-000094	890319	TAUBMAN CENTERS INC	6798	US	MI	BLOOMFIELD HILLS	48304-2324	200 E LONG LAKE RD	SUITE 300	2482586800	US	MI	BLOOMFIELD HILLS	48304-2324	200 E LONG LAKE RD	SUITE 300			382033632			1-LAF	1	1231	10-Q	20170331	2017	Q1	20170428	2017-04-28 12:38:00.0	0	1	tco-20170331.xml	1	
0000716634-17-000016	716634	READING INTERNATIONAL INC	7830	US	CA	CULVER CITY	90230	5995 SEPULVEDA BOULEVARD	SUITE 300	213 235 2240	US	CA	CULVER CITY	90230	5995 SEPULVEDA BOULEVARD	SUITE 300	US	NV	953885184	CITADEL HOLDING CORP	19941216	2-ACC	0	1231	10-Q	20170331	2017	Q1	20170509	2017-05-09 08:36:00.0	0	1	rdi-20170331.xml	1	
0001079973-17-000256	1639874	TECH CENTRAL, INC.	7812	US	CA	TEMECULA	92590	ABUNDANCE BUILDING	43537 RIDGE PARK DRIVE	855-998-4710	US	CA	TEMECULA	92590	ABUNDANCE BUILDING	43537 RIDGE PARK DRIVE	US	WY	465642819			5-SML	0	0630	10-Q	20170331	2017	Q3	20170504	2017-05-04 15:46:00.0	0	1	tech-20170331.xml	1	
0000871763-17-000086	871763	MANPOWERGROUP INC.	7363	US	WI	MILWAUKEE	53212	100 MANPOWER PLACE		414 961-1000	US	WI	MILWAUKEE	53212	100 MANPOWER PLACE		US	WI	391672779	MANPOWER INC /WI/	19930328	1-LAF	0	1231	10-Q	20170331	2017	Q1	20170505	2017-05-05 08:46:00.0	0	1	man-20170331.xml	1	
0000930413-17-001646	773840	HONEYWELL INTERNATIONAL INC	3714	US	NJ	MORRIS PLAINS	07950	115 TABOR ROAD		9734552000	US	NJ	MORRIS PLAINS	07950	115 TABOR ROAD		US	DE	222640650	ALLIEDSIGNAL INC	19940929	1-LAF	1	1231	10-Q	20170331	2017	Q1	20170421	2017-04-21 13:00:00.0	0	1	hon-20170331.xml	1	
0001193125-17-166063	798528	ODYSSEY MARINE EXPLORATION INC	4400	US	FL	TAMPA	33607	5215 WEST LAUREL STREET		(813) 876-1776	US	FL	TAMPA	33607	5215 WEST LAUREL STREET		US	NV	841018684	UNIVERSAL CAPITAL CORP	19920703	5-SML	0	1231	10-Q	20170331	2017	Q1	20170510	2017-05-10 17:06:00.0	0	1	omex-20170331.xml	1	
0000754737-17-000027	754737	SCANA CORP	4931	US	SC	CAYCE	29033	100 SCANA PARKWAY	MAIL CODE - B123	8032179000	US	SC	CAYCE	29033	220 OPERATION WAY	MAIL CODE - B123	US	SC	570784499			1-LAF	0	1231	10-Q	20170331	2017	Q1	20170505	2017-05-05 11:06:00.0	0	1	scg-20170331.xml	2	91882
0001437749-17-012012	1551739	HAMILTON BANCORP, INC.	6035	US	MD	TOWSON	21286	501 FAIRMOUNT AVE, SUITE 200		410-823-4510	US	MD	TOWSON	21286	501 FAIRMOUNT AVE, SUITE 200		US	MD	000000000			5-SML	0	0331	10-K	20170331	2016	FY	20170629	2017-06-29 16:42:00.0	0	1	hbk-20170331.xml	1	
0001654954-17-005425	924515	GUIDED THERAPEUTICS INC	3845	US	GA	NORCROSS	30092	5835 PEACHTREE CORNERS EAST	SUITE D	7702428723	US	GA	NORCROSS	30092	5835 PEACHTREE CORNERS EAST	SUITE D	US	DE	582029543	SPECTRX INC	19970226	5-SML	0	1231	S-1/A	20170331			20170607	2017-06-07 16:05:00.0	1	1	gthp-20170331.xml	1	
0001654954-17-004766	836809	AFTERMASTER, INC.	3663	US	CA	HOLLYWOOD	90028	6671 SUNSET BLVD., SUITE 1520		(310) 657-4886	US	CA	HOLLYWOOD	90028	6671 SUNSET BLVD., SUITE 1520		US	DE	232517953	STUDIO ONE MEDIA, INC.	20060330	5-SML	0	0630	10-Q	20170331	2017	Q3	20170515	2017-05-15 16:49:00.0	0	1	aftm-20170331.xml	1	
0001493152-17-005395	1370489	BLUEFIRE RENEWABLES, INC.	2860	US	CA	IRVINE	92618	31 MUSICK		949-588-3767	US	CA	IRVINE	92618	31 MUSICK		US	NV	204590982	BLUEFIRE ETHANOL FUELS INC	20060726	5-SML	0	1231	10-Q	20170331	2017	Q1	20170516	2017-05-15 17:51:00.0	0	1	bfre-20170331.xml	1	
0001069258-17-000015	1069258	KRATOS DEFENSE & SECURITY SOLUTIONS, INC.	3760	US	CA	SAN DIEGO	92121	4820 EASTGATE MALL	SUITE 200	858-812-7300	US	CA	SAN DIEGO	92121	4820 EASTGATE MALL	SUITE 200	US	DE	133818604	WIRELESS FACILITIES INC	19990817	2-ACC	0	1231	10-Q	20170331	2017	Q1	20170504	2017-05-04 16:14:00.0	0	1	ktos-20170326.xml	1	
0001615774-17-001523	1610607	SPIRIT INTERNATIONAL, INC.	5180	US	NV	LAS VEGAS	89128	2620 REGATTA DR. SUITE 102		702-359-0881	US	NV	LAS VEGAS	89128	2620 REGATTA DR. SUITE 102		US	NV	383926700			5-SML	0	1231	10-K	20161231	2016	FY	20170406	2017-04-06 09:14:00.0	0	1	cik0001610607-20161231.xml	1	
0001213900-17-005061	1128725	INTERCLOUD SYSTEMS, INC.	7389	US	NJ	RED BANK	07701	331 NEWMAN SPRINGS ROAD	BUILDING 1, SUITE 104	561-988-1988	US	NJ	RED BANK	07701	331 NEWMAN SPRINGS ROAD	BUILDING 1, SUITE 104	US	DE	650963722	GENESIS GROUP HOLDINGS INC	20090401	5-SML	0	1231	10-Q	20170331	2017	Q1	20170512	2017-05-12 16:13:00.0	0	1	icld-20170331.xml	1	
0001504008-17-000011	1504008	BANKUNITED, INC.	6035	US	FL	MIAMI LAKES	33016	14817 OAK LANE		(305) 569-2000	US	FL	MIAMI LAKES	33016	14817 OAK LANE		US	DE	270162450			1-LAF	1	1231	10-Q	20170331	2017	Q1	20170509	2017-05-09 17:12:00.0	0	1	bku-20170331.xml	1	
0001213900-17-005227	857949	CHINA GREEN AGRICULTURE, INC.	2870	CN		XIAN, SHAANXI PROVINCE,	710065	3RD FLOOR, BOROUGH A, BLOCK A. NO.181,	SOUTH TAIBAI ROAD,	3034996000	CN		XIAN, SHAANXI PROVINCE,	710065	3RD FLOOR, BOROUGH A, BLOCK A. NO.181,	SOUTH TAIBAI ROAD,	US	NV	363526027	DISCOVERY TECHNOLOGIES INC	20071114	5-SML	0	0630	10-Q	20170331	2017	Q3	20170515	2017-05-15 16:10:00.0	0	1	cga-20170331.xml	1	
0001456772-17-000021	1456772	GOVERNMENT PROPERTIES INCOME TRUST	6500	US	MA	NEWTON	02458	C/O THE RMR GROUP	TWO NEWTON PL., 255 WASH. ST., STE. 300	(617) 219-1440	US	MA	NEWTON	02458	C/O THE RMR GROUP	TWO NEWTON PL., 255 WASH. ST., STE. 300	US	MD	264273474	GOVERNMENT PROPERTIES INCOME TRUST	20090220	1-LAF	0	1231	10-Q	20170331	2017	Q1	20170427	2017-04-27 14:54:00.0	0	1	gov-20170331.xml	1	
0001140361-17-020107	910467	CAMPBELL STRATEGIC ALLOCATION FUND LP	6221	US	MD	BALTIMORE,	21209	2850 QUARRY LAKE DRIVE		4102963301	US	MD	BALTIMORE,	21209	2850 QUARRY LAKE DRIVE		US	DE	521823554			4-NON	0	1231	10-Q	20170331	2017	Q1	20170512	2017-05-12 16:12:00.0	0	1	csaf-20170331.xml	1	
0001697884-17-000018	1697884	SHEMN CORP.	3100	CN		GUANGZHOU	510165	BAIYUN DISTRICT, FULI TAIYUAN A9, 904		13239854212	CN		GUANGZHOU	510165	BAIYUN DISTRICT, FULI TAIYUAN A9, 904		US	NV	000000000			5-SML	0	0131	10-Q	20170430	2017	Q1	20170608	2017-06-08 12:56:00.0	0	1	nine-20170430.xml	1	
0001562401-17-000015	1562401	AMERICAN HOMES 4 RENT	6798	US	CA	AGOURA HILLS	91301	30601 WEST AGOURA ROAD	SUITE 200	(805) 413-5300	US	CA	AGOURA HILLS	91301	30601 WEST AGOURA ROAD	SUITE 200	US	MD	461229660			1-LAF	0	1231	10-Q	20170331	2017	Q1	20170505	2017-05-05 13:10:00.0	0	1	amh-20170331.xml	1	
0000100122-17-000006	100122	TUCSON ELECTRIC POWER CO	4911	US	AZ	TUCSON	85701	88 EAST BROADWAY		520-917-2644	US	AZ	TUCSON	85701	88 EAST BROADWAY BLVD	HQE809	US	AZ	860062700	TUCSON GAS & ELECTRIC CO /AZ/	19790528	4-NON	0	1231	10-Q	20170331	2017	Q1	20170502	2017-05-02 08:18:00.0	0	1	tep-20170331.xml	1	
0000012400-17-000006	12400	BLACK HILLS POWER INC	4911	US	SD	RAPID CITY	57709	625 NINTH ST	PO BOX 1400	6053481700	US	SD	RAPID CITY	57709	P O BOX 1400		US	SD	460111677	BLACK HILLS CORP	19920703	4-NON	0	1231	10-Q	20170331	2017	Q1	20170508	2017-05-08 13:10:00.0	0	1	bkh-20170331.xml	1	
0000719733-17-000011	719733	KEY TRONIC CORP	3577	US	WA	SPOKANE	99216	4424 N. SULLIVAN ROAD		5099288000	US	WA	SPOKANE	99214	P O BOX 14687		US	WA	910849125			2-ACC	0	0630	10-Q	20170331	2017	Q3	20170504	2017-05-04 16:01:00.0	0	1	ktcc-20170401.xml	1	
0000808450-17-000091	808450	NAVISTAR INTERNATIONAL CORP	3711	US	IL	LISLE	60532	2701 NAVISTAR DRIVE		331-332-5000	US	IL	LISLE	60532	2701 NAVISTAR DRIVE		US	DE	363359573	NAVISTAR INTERNATIONAL CORP /DE/NEW	19920703	2-ACC	0	1031	10-Q	20170430	2017	Q2	20170607	2017-06-06 20:56:00.0	0	1	nav-20170430.xml	1	
0001144204-17-027066	1353487	MAGNEGAS CORP	3559	US	FL	CLEARWATER	33762	11885 44TH ST. N.		(727) 932-9593	US	FL	CLEARWATER	33762	11885 44TH ST. N.		US	DE	260250418	4307 INC	20060215	5-SML	0	1231	10-Q	20170331	2017	Q1	20170515	2017-05-15 09:02:00.0	0	1	mnga-20170331.xml	1	
0000811596-17-000018	811596	KAISER ALUMINUM CORP	3350	US	CA	FOOTHILL RANCH	92610-2831	27422 PORTOLA PARKWAY, SUITE 200		949-614-1740	US	CA	FOOTHILL RANCH	92610-2831	27422 PORTOLA PARKWAY, SUITE 200		US	DE	943030279	KAISERTECH LTD	19901122	1-LAF	0	1231	10-Q	20170331	2017	Q1	20170421	2017-04-21 06:56:00.0	0	1	kalu-20170331.xml	1	
0001554795-17-000185	1610462	CABINET GROW, INC.	0100	US	FL	WEST PALM BEACH	33401	319 CLEMATIS STREET	SUITE 812	561-249-6511	US	FL	WEST PALM BEACH	33401	319 CLEMATIS STREET	SUITE 812	US	NV	465546647			5-SML	0	1231	10-Q	20170331	2017	Q1	20170504	2017-05-04 17:03:00.0	0	1	cbnt-20170331.xml	1	
0001558370-17-003696	9389	BALL CORP	3411	US	CO	BROOMFIELD	80021-2510	10 LONGS PEAK DRIVE		3034695511	US	CO	BROOMFIELD	80038-5000	PO BOX 5000		US	IN	350160610	BALL CORP	19920703	1-LAF	0	1231	10-Q	20170331	2017	Q1	20170508	2017-05-05 18:43:00.0	0	1	bll-20170331.xml	1	
0001558370-17-003488	1056087	MCCLATCHY CO	2711	US	CA	SACRAMENTO	95852	LEGAL DEPARTMENT	2100 Q STREET	9163211846	US	CA	SACRAMENTO	95816-6899	LEGAL DEPARTMENT	2100 Q STREET	US	DE	522080478	MNI NEWCO INC	19980218	2-ACC	0	1231	10-Q	20170331	2017	Q1	20170504	2017-05-04 14:49:00.0	0	1	mni-20170326.xml	1	
0001558370-17-004070	896429	USA TECHNOLOGIES INC	3578	US	PA	MALVERN	19355	100 DEERFIELD LANE	SUITE 300	6109890340	US	PA	MALVERN	19355	100 DEERFIELD LANE	SUITE 300	US	PA	232679963	USA ENTERTAINMENT CENTER INC	19931029	2-ACC	0	0630	10-Q	20170331	2017	Q3	20170510	2017-05-10 08:07:00.0	0	1	usat-20170331.xml	1	
0001558370-17-003748	1509991	KOSMOS ENERGY LTD.	1311	BM		HAMILTON	HM 11	CLARENDON HOUSE	2 CHURCH STREET	(214) 445-9600	US	TX	DALLAS	75231	8176 PARK LANE	SUITE 500	BM		980686001			1-LAF	0	1231	10-Q	20170331	2017	Q1	20170508	2017-05-08 12:03:00.0	0	1	kos-20170331.xml	1	
0001477932-17-001718	1138978	TURBINE TRUCK ENGINES INC	3510	US	WA	BELLEVUE	98004	11120 NE 2ND STREET	SUITE 200	(206) 617-9797	US	WA	BELLEVUE	98004	11120 NE 2ND STREET	SUITE 200			593691650			5-SML	0	1231	10-Q	20170331	2017	Q1	20170414	2017-04-14 08:34:00.0	0	1	tteg-20170331.xml	1	
0001640334-17-000940	1614556	STAR ALLIANCE INTERNATIONAL CORP.	2590	TH		BANGKOK	10310	488, SOI RACHADA NIWET SAMSEN NOK	RATCHADAPISEK SAMSENNOK, HUAI KHWANG	845-512-5020	TH		BANGKOK	10310	488, SOI RACHADA NIWET SAMSEN NOK	RATCHADAPISEK SAMSENNOK, HUAI KHWANG	US	NV	371757067	ASTERIKO CORP.	20140723	5-SML	0	0630	10-Q	20170331	2017	Q3	20170515	2017-05-15 06:29:00.0	0	1	star-20170331.xml	1	
0000922521-17-000012	922521	FALCONSTOR SOFTWARE INC	7372	US	NY	MELVILLE	11747	125 BAYLIS ROAD		631 777 5188	US	NY	MELVILLE	11747	125 BAYLIS ROAD		US	DE	770216135	NETWORK PERIPHERALS INC	19940502	5-SML	0	1231	10-Q	20170331	2017	Q1	20170505	2017-05-05 16:16:00.0	0	1	falc-20170331.xml	1	
0000064996-17-000014	64996	MERCURY GENERAL CORP	6331	US	CA	LOS ANGELES	90010	4484 WILSHIRE BLVD		2139371060	US	CA	LOS ANGELES	90010	4484 WILSHIRE BLVD		US	CA	952211612			1-LAF	0	1231	10-Q	20170331	2017	Q1	20170502	2017-05-02 13:10:00.0	0	1	mcy-20170331.xml	1	
0001493152-17-005734	727672	SPECTRASCIENCE INC	3845	US	CA	SAN DIEGO	92121	11568 SORRENTO VALLEY ROAD	SUITE 11	(858) 847-0200	US	CA	SAN DIEGO	92121	11568 SORRENTO VALLEY ROAD	SUITE 11	US	MN	411448837	GV MEDICAL INC /MN	19931119	5-SML	0	1231	10-Q	20170331	2017	Q1	20170522	2017-05-22 15:34:00.0	0	1	scie-20170331.xml	1	
0001628280-17-005315	1178970	PROVIDENT FINANCIAL SERVICES INC	6035	US	NJ	JERSEY CITY	07306	830 BERGEN AVENUE		2013331000							US	DE	421547151			1-LAF	0	1231	10-Q	20170331	2017	Q1	20170510	2017-05-10 11:53:00.0	0	1	pfs-20170331.xml	1	
0001628280-17-004424	875296	LAPOLLA INDUSTRIES INC	2851	US	TX	HOUSTON	77032	INTERCONTINENTAL BUSINESS PARK	15402 VANTAGE PARKWAY EAST, STE. 322	281-219-4700	US	TX	HOUSTON	77032	INTERCONTINENTAL BUSINESS PARK	15402 VANTAGE PARKWAY EAST, STE. 322	US	DE	133545304	IFT CORP	20050103	5-SML	0	1231	10-Q	20170331	2017	Q1	20170427	2017-04-27 16:10:00.0	0	1	lpad-20170331.xml	1	
